Part No,Category,SMC LP,CUBIX LP,Description
CDRQ2BS30-180C,,16420,16994.7,
CQ2A16-10SM,,1265,1309.28,
CDQ2A25-25DZ,,1455,1505.93,
CDQ2A32-50DZ,,2065,2137.28,
AS2201F-U01-08A,,365,377.78,
CP96SDB80-800C,,10615,10986.53,
D-M9NL,,1280,1324.8,
AWM30-02BDG-8-D,,7005,7250.18,
KQ2W08-01AS,,172,178.02,
MHS2-50,,22940,23742.9,
LEYG32MA-300B-S56P5D,,81670,84528.45,
56-IS10M-20-6L-A,,3805,3938.18,
VT307-5D1-01,,2050,2121.75,
CDQ2A80-100DMZ,,7070,7317.45,
CDQ2B63-75DZ,,4600,4761,
KQ2E04-00A,,149,154.22,
C85A-25PS,,365,377.78,
ISE20A-X-01-JA2,,3855,3989.93,
IP300-030,,18545,19194.08,
C96SD40-50C,,3235,3348.23,
MY1B40-750Z-M9PL,,22865,23665.28,
ZP2-150HTN,,3330,3446.55,
C85N25-750-X1R3980A,,2920,3022.2,
AW30-F03BG1-B,,2410,2494.35,
VEX1730-12F-B,,23295,24110.33,
CXSM20-50,,7520,7783.2,
CDRA1BS63-180Z,,18830,19489.05,
D-H7A2,,,0,
CP96SB100-100C-XB6,,11260,11654.1,
MGPM16-150Z-M9PZ,,9390,9718.65,
KQ2T06-01A,,150,155.25,
CP96SDB100-400C,,9570,9904.95,
CP96SDB125-400C,,15990,16549.65,
CDQ2B63-100DMZ,,5150,5330.25,
CU32-50D,,3215,3327.53,
ISE20A-V-01-JD,,4225,4372.88,
IDFA80-23,,238465,246811.28,
IDFA75E-23,,250765,259541.78,
SY9120-5DD-03,,3330,3446.55,
ITV2050-312L,,18300,18940.5,
SY7520-5LZE-C8,,5089,5267.12,
MSQB20R-M9BL,,31590,32695.65,
CD55B80-50M,,4750,4916.25,
LEBQA50R-30L-S11P1-X1,,89805,92948.18,
LEBQA50E-30KC-S3C917-X1,,100985,104519.48,
LEBQA50R-30KC-RA1P5D-X1,,102320,105901.2,
ITV1050-042BL3,,14435,14940.23,
CJPB4-10,,770,796.95,
VF3130-5DZ1-02,,5590,5785.65,
VV5F3-30-041,,3160,3270.6,
CDQ2WB40-75DMZ-A93L,,6125,6339.38,
CDA2B63-50Z,,5865,6070.28,
CDM2B40-30Z,,2555,2644.43,
VNC411A-F25A-5DZ,,10990,11374.65,
ZS-27-D,,360,372.6,
ITV2050-312CL,,18300,18940.5,
AS1211F-M5-04A,,211,218.39,
AS2201F-02-08W2,,815,843.53,
TU1208BU-100,,15865,16420.28,
AC40A-04CG1-B,,6905,7146.68,
PS1000-R06L-Q,,4255,4403.93,
MGGMB32-75,,20830,21559.05,
IS10E-2002-6L-A,,3805,3938.18,
CDQSB20-10D,,1850,1914.75,
CDQSB25-20D,,2595,2685.83,
CDQSB25-15D,,2495,2582.33,
CP96SDB32-125C-A93L,,4455,4610.93,
MDBB32-175Z,,2540,2628.9,
DAS7-10,,13510,13982.85,
MGGMB32-75-A93L,,22965,23768.78,
TU1610W-20,,7580,7845.3,
AR25-02BG-B,,1865,1930.28,
CDJ2KB16-15Z-B,,2045,2116.58,
PCA-1446553,,2375,2458.13,
MDB1B100-250Z,,7815,8088.53,
MGPM63-150Z,,16680,17263.8,
VBAT20A-RV-Q,,35665,36913.28,
KNH-R02-200,,1528,1581.48,
VBA43A-04G,,50635,52407.23,
ANA1-06,,875,905.63,
ANA1-C08,,405,419.18,
EX500-AP050-S,,2105,2178.68,
EX600-DXPD,,14070,14562.45,
EX600-EU1,,2285,2364.98,
EX600-ZMB1,,315,326.03,
EX9-AC050EN-PSRJ,,5355,5542.43,
KRH06-01SW2,,100,103.5,
KRH06-02SW2,,100,103.5,
KRH10-04S,,147,152.15,
PCA-1446566,,3890,4026.15,
TRTU0604BU-20,,6195,6411.83,
TRTU0604W-20,,6825,7063.88,
VQC2201-51,,4200,4347,
VQC4201-51,,4640,4802.4,
VVQ4000-10A-1,,480,496.8,
CP96SDB40-40C,,2755,2851.43,
CDQ2D25-40DMZ,,2160,2235.6,
CQ-C025,,560,579.6,
MDB1D40-100Z,,3200,3312,
MB-B03,,730,755.55,
MGPM32-100Z-M9PL,,14455,14960.93,
MGPM50-25Z-M9PL,,14175,14671.13,
SS5Y7-42-02-02,,2020,2090.7,
SY7140R-5DZ-03,,3985,4124.48,
CKZT40TN-30T,,34695,35909.33,
CKZT40-A015CS,,4100,4243.5,
AS2200-N01,,900,931.5,
CKZT40TN-45T,,34695,35909.33,
CKZ2N80-120DT,,710175,735031.13,
CKZ2N80-105DT,,710175,735031.13,
CKZ2N63-90DT,,40095,41498.33,
CKZ-80A050,,13935,14422.73,
CKZ-80A049,,14630,15142.05,
CKZ-80A046,,14630,15142.05,
CKZ-63A035,,9985,10334.48,
CKZ-63A031,,7560,7824.6,
NAS2200-N02-D-X308,,6550,6779.25,
AS4200-N04-SD,,1370,1417.95,
CKZ-63A008,,9635,9972.23,
CKZ-63A009,,7905,8181.68,
CKZ-63A019,,5240,5423.4,
CKZ-63A023,,13790,14272.65,
CKZ-63A036,,9920,10267.2,
CKZ-80A048,,14630,15142.05,
CP96SDB63-140C-M9PL,,6875,7115.63,
CP96SDB40-160C-M9PL,,5700,5899.5,
CDS2F125-400,,15675,16223.63,
KQG2T08-00,,1944,2012.04,
VNA211A-F15A-5DZ-Q,,6215,6432.53,
ITV2050-33F3N,,17290,17895.15,
VXZ230BGA,,3430,3550.05,
VQC4200-51,,5010,5185.35,
AS3201F-U02-12A,,635,657.23,
AS4201F-U04-12A,,625,646.88,
TU1065R-20,,2145,2220.08,
TU0805R-20,,1355,1402.43,
AR30K-03BG1-B,,1815,1878.53,
BMB1-050,,185,191.48,
LEBQ40EK-20TMC-X31,,131065,135652.28,
LEBQ40EK-20TME-X31,,131645,136252.58,
LEBQ40LK-20TMD-X31,,131355,135952.43,
LEBQ40RK-20TMD-X31,,80180,82986.3,
KQ2ZD08-03AS,,367,379.85,
KQ2F10-03A,,129,133.52,
KQ2H06-M6A,,89,92.12,
AC40A-04-V-B,,6630,6862.05,
ISE20-P-01-L,,3710,3839.85,
TU0604C-20,,740,765.9,
TU0805G-20,,1355,1402.43,
MDBB32-200Z,,2590,2680.65,
MDBB50-200Z,,3285,3399.98,
VV5QC-X2C743,,120240,124448.4,
VV5QC-X2C745,,125945,130353.08,
VV5QC-X2C744,,111870,115785.45,
VV5QC-X2C742,,171100,177088.5,
CP96SDB125-800,,21590,22345.65,
CP96SDB125-700,,20190,20896.65,
CP96SDB125-600,,18790,19447.65,
ZSE20A-X-01-J,,3710,3839.85,
LEBQ40EK-20TMD-X31,,80180,82986.3,
AK2000-02,,770,796.95,
VR51-C06B,,12245,12673.58,
SY7120-5D-02F,,2675,2768.63,
SY7220-5D-02F,,3800,3933,
C96SDB80-250C,,6235,6453.23,
C96SDB32-25C,,2345,2427.08,
VVX210A05,,4125,4269.38,
VVX220B05,,2835,2934.23,
E5032,,1195,1236.83,
C96SDC40-50C,,3355,3472.43,
C96SDB32-100C,,2505,2592.68,
D5032,,645,667.58,
C96SDB32-200C,,2725,2820.38,
AS2201F-G02-08A,,525,543.38,
AS2201F-G01-08A,,445,460.58,
CP96SDB80-250C,,6675,6908.63,
CP96SDB32-25C,,2435,2520.23,
CP96SDB32-200C,,2875,2975.63,
MY1B50TF-500,,29270,30294.45,
AR20-02BE-B,,1700,1759.5,
CKZT80-105T,,76110,78773.85,
CKZT80-A015CS,,9975,10324.13,
CDQ2A100-50DMZ-P3DWASE-XC35,,20325,21036.38,
CDQ2B100-40DMZ-P3DWA-XC35,,19560,20244.6,
CDA2L80-450Z,,12240,12668.4,
MXQ16-100Z,,31635,32742.23,
MDWBL100-300,,43475,44996.63,
MGCMB32-300-R,,24220,25067.7,
VV5QC-X2C696,,124681,129044.84,
VV5QC-X2C697,,105996,109705.86,
MPA-S-X1B60435A,,27665,28633.28,
VV5QC41-10C8SD6F3N,,76505,79182.68,
VV5QC41-08C12SD6FA3N,,67120,69469.2,
AC40-F04E3-V-D,,11654,12061.89,
"SY7120-5D-02F-Q
",,2975,3079.13,
SY7320-5D-02F-Q,,5590,5785.65,
SS5Y7-20-10-00F,,3520,3643.2,
C96SDD32-25C,,2985,3089.48,
C96SDC40-500C,,4465,4621.28,
C96SDL40-320C,,3890,4026.15,
C96SDC32-200C,,3370,3487.95,
AS3211F-U03-10A,,635,657.23,
AS3201F-G03-10A,,660,683.1,
C96SDC32-125C,,3210,3322.35,
CP96SDB80-400C-M9PL,,10300,10660.5,
MY3B50TF-500,,36980,38274.3,
CD85N20-60-B,,1670,1728.45,
AFD40-F04BD-A,,3585,3710.48,
AR40-04BG-B,,2340,2421.9,
KFS-04,,12,12.42,
KFS-08,,12,12.42,
KFS-12,,12,12.42,
KFN-04,,17,17.6,
KFN-06,,17,17.6,
KFS-06,,12,12.42,
SY3301K-5U1-NA,,4060,4202.1,
SY7340-6LZE,,4965,5138.78,
HRS090-W-40,,773965,801053.78,
MBB63-200Z,,3895,4031.33,
MBB32-100Z,,2310,2390.85,
KSL06-01S,,724,749.34,
SY7120-5D-02F-Q,,2975,3079.13,
CD85N25-100-B,,1665,1723.28,
AC60A-10G1-B,,9605,9941.18,
CDQ2A20-20DMZ,,1320,1366.2,
IZN10E-11P06Z,,25985,26894.48,
CHKGB40-100,,10110,10463.85,
ITV1030-042S3,,14435,14940.23,
ITV1030-012N3,,11980,12399.3,
ITV1030-042BS3,,14435,14940.23,
CDQ2A32-80DMZ,,2605,2696.18,
CDQ2A32-60DMZ-M9PL,,4925,5097.38,
KNH-R02-100,,1528,1581.48,
VX210DA,,1035,1071.23,
KQ2VD10-03AS,,330,341.55,
CDQ2B16-15DMZ,,1190,1231.65,
CDQ2A63-45DZ,,3800,3933,
VQC2401N-51,,4945,5118.08,
KCH08-02S,,333,344.66,
KFN-08,,17,17.6,
KFN-10,,24,24.84,
KFN-12,,29,30.02,
KFS-10,,12,12.42,
JMHZ2-12D,,13075,13532.63,
CDJ2B16-200Z-B,,1300,1345.5,
KK130P-02MS,,111,114.89,
VH200-02,,2275,2354.63,
AW20-02BG-1-B,,2240,2318.4,
KQB2L06-M5,,356,368.46,
AW20-02G1-B,,1580,1635.3,
AW40-F04BG1-B,,3455,3575.93,
MDBB63-350Z,,4575,4735.13,
KT-VBA40A-2,,7333,7589.66,
KT-VBA20A-2,,8662,8965.17,
KT-VBA20A-5,,1658,1716.03,
IR2020-02-X1W2256A,,5520,5713.2,
IR2020-02-A,,4780,4947.3,
CDM2B25-25AZ,,1620,1676.7,
MY1B32-400Z,,14535,15043.73,
CDA2B50-500Z,,7360,7617.6,
RB1411,,2740,2835.9,
ZS-46-B,,135,139.73,
CD85N10-60-B,,1405,1454.18,
VQZ1121B-5LJ1-M5,,2645,2737.58,
MBT80-250Z,,6950,7193.25,
SYJ5240-5G,,4680,4843.8,
MY1H16-150,,31140,32229.9,
25A-MHZ2-20D,,13890,14376.15,
MGPM16-150Z,,6950,7193.25,
TU0425Y-20,,460,476.1,
TU0425B-20,,465,481.28,
TU0425-R20,,460,476.1,
TU0604S1-20,,1325,1371.38,
VHS20-01A,,1290,1335.15,
ANA1-01,,250,258.75,
VQ1000-FPG-C4C4,,3110,3218.85,
CP96SDB32-55C,,2540,2628.9,
EVT317-5DO-02F-Q,,4720,4885.2,
CDM2B20-25Z-M9BL,,4445,4600.58,
MGPM16-40Z-M9BL,,8020,8300.7,
MGPM20-20Z-M9BL,,8840,9149.4,
KQ2H06-U01N,,68,70.38,
KQ2H06-U02N,,83,85.91,
CRB1BW80-180S-XF,,15265,15799.28,
DMK12-04,,5025,5200.88,
CP96SDB32-130C,,2745,2841.08,
PA3110-03-N,,30905,31986.68,
DM-C-6,,105,108.68,
MXQ12L-75A,,30640,31712.4,
MHF2-20D2,,24580,25440.3,
MXQ8-40,,20195,20901.83,
CM2B25-200AZ,,1660,1718.1,
MXQ25-50AS,,30495,31562.33,
MGPL20-75AZ,,12380,12813.3,
MXQ8-10,,16770,17356.95,
CDUJB12-5D,,2100,2173.5,
CDUJB16-10D,,2065,2137.28,
CDQSB20-35DM-M9BL,,5045,5221.58,
MXQ20-40,,22965,23768.78,
MHF2-16D,,18095,18728.33,
LEHZ32K2-22-S3C6173,,49980,51729.3,
DM6S-06NU-C1,,1365,1412.78,
BMA2-020,,160,165.6,
PF3A703H-F10-FS,,33780,34962.3,
CDQ2WB80-100Z,,11590,11995.65,
CUJB6-15D,,1430,1480.05,
PSE540-R04,,3215,3327.53,
SQ1131N-5B1-C6-Q,,3310,3425.85,
SY5120-5LNZ-01-F2,,2570,2659.95,
CP96SDB50-125C,,3490,3612.15,
MXQ8-75Z,,26205,27122.18,
CDM2B40-250AZ,,4945,5118.08,
VBAT05A1-SV,,16485,17061.98,
DMK6-04,,3325,3441.38,
DMK12-04-C2,,5390,5578.65,
D-F8B,,1240,1283.4,
D-A73,,840,869.4,
SY5120-5LZE-01,,2350,2432.25,
SY5220-5LZE-01,,3200,3312,
ZSE20A-R-01-JA1,,4075,4217.63,
CJPB10-15Z,,1025,1060.88,
KK130P-02F,,111,114.89,
KKA3P-01M,,1296,1341.36,
KKA3S-01M,,2225,2302.88,
MQR2-M5,,25760,26661.6,
MQR1-M5,,6045,6256.58,
EX600-SDN1A,,17860,18485.1,
VBA43A-04,,50635,52407.23,
VBAT20S1,,29190,30211.65,
VBAT30S1,,36490,37767.15,
IDFA60-23-L,,163215,168927.53,
VFS2320-1D-02,,10350,10712.25,
VNC311A-20A-5DZ,,9165,9485.78,
CDBG1LA32-415 -DCH6266H,,26330,27251.55,
SV1300-5FU,,6795,7032.83,
ARP20-F01H-3,,3465,3586.28,
IP8101-036-W-1-X417,,130535,135103.73,
CRB2BWU20-180SZ,,7020,7265.7,
LEY100DNNB-100M,,83900,86836.5,
LEY-MF100D-NZC,,21560,22314.6,
CDM2B32-25AZ-M9PL,,6475,6701.63,
MY1B32-420Z,,15120,15649.2,
AF40-03C-2-A,,3580,3705.3,
VNB214A-F15A-5D-Q,,6607,6838.25,
AV2000-F02-5YB-A,,7645,7912.58,
AW60-N10BG1-B,,5480,5671.8,
AL40-N04-A,,1430,1480.05,
LEL25MT-200C-S5C6173,,39460,40841.1,
LEYG32MA-300B-S5C6173,,79535,82318.73,
VVQZ100-10A-5,,215,222.53,
PA5110-04-N,,43900,45436.5,
D-R801L,,1050,1086.75,
CDQ2B50-30DZ,,2920,3022.2,
MDBF40-200Z,,3130,3239.55,
CDQ2WB50-25DZ,,5375,5563.13,
AS1002F-23,,540,558.9,
M-3ALU-3,,115,119.03,
SY3340R-5LOU-Q,,5065,5242.28,
MY1H20-300LS-M9BWL,,38290,39630.15,
AF810-N14-27,,20185,20891.48,
AF50-10B-2-A-X425,,3470,3591.45,
AF40-04-2-A-X425,,2290,2370.15,
MGPM80-50Z,,22690,23484.15,
CDA2F100-350Z,,14375,14878.13,
CDS2D160-200,,20440,21155.4,
CDA2T63-400,,13395,13863.83,
CQ2A100-75DCZ,,8195,8481.83,
JSB41-ST25AR-4S,,21135,21874.73,
SV1200-5FU,,5720,5920.2,
AV3000-N03-5DZ,,8025,8305.88,
SY9440-5DZ,,7060,7307.1,
D-M9NW,,1370,1417.95,
SV2400-5W2U-02T,,9355,9682.43,
SV2300-5FU,,7105,7353.68,
SV2400-5W1U,,8450,8745.75,
CDS2B140-750,,23440,24260.4,
VFN2120N-5DZ-02,,6535,6763.73,
C96SDB63-600C-M9BL,,8755,9061.43,
CDS2T160-250,,22155,22930.43,
RS2H50TF-30TM-D,,17765,18386.78,
RS2H63TF-30TM-D,,27230,28183.05,
MLGPM80-25Z-B,,45715,47315.03,
CDQ2B32-25DMZ-M9PWL,,4885,5055.98,
KJ12D,,590,610.65,
CKZT40-A015CS,,3025,3130.88,
CKZT40-120T,,20380,21093.3,
DM6-06NU-C2,,2740,2835.9,
VX230BGAXB,,2075,2147.63,
AMD150C-02BD,,3955,4093.43,
CDA2B50-175Z,,5625,5821.88,
CQ2WA40TF-20DCMZ-X1U30CTB,,4530,4688.55,
MGPM40TF-40Z,,10910,11291.85,
MGPM40TF-50Z,,10670,11043.45,
MGPM32TF-20Z-XB6,,14205,14702.18,
CDQ2B40-5DMZ,,2165,2240.78,
CDQMB63-10,,8660,8963.1,
CD85N12-10-B,,1665,1723.28,
IR2010-02B-A,,4665,4828.28,
PF2A511-03-1-C,,16220,16787.7,
CD55B32-30M-M9PL,,4790,4957.65,
RSDQB32-20DLZ,,9770,10111.95,
CP96SDB63-350C-M9PL,,7860,8135.1,
CP96SDB32-20C-M9PL,,4955,5128.43,
MDBB63-250Z,,4200,4347,
MDBB63-75Z,,3550,3674.25,
MDBB50-250Z,,3445,3565.58,
MDBB50-75Z,,2875,2975.63,
MDBB100-100Z,,6345,6567.08,
MDBB32-120Z,,2430,2515.05,
CD55B32-25M-M9PL,,4750,4916.25,
SS5Y7-X5Y416,,77456,80166.96,
LESH25DK-50B,,46095,47708.33,
LESH25DK-100,,43655,45182.93,
LER10J-2,,29675,30713.63,
RSDQA40F-30DZ-M9BL,,8490,8787.15,
MKB50-30RZ,,11765,12176.78,
VNB611A-40A-5DZ,,14230,14728.05,
TU0604W-100,,3730,3860.55,
CDJ2B6-60SZ-M9PLS-B,,2550,2639.25,
SS5Y7-X5B1135,,55637,57584.3,
SS5Y5-10SVAN-08B-C8-NA,,20960,21693.6,
CDQ2B50-100DZ,,3765,3896.78,
CDQ2WA50-50DZ,,5610,5806.35,
AF900-20-8,,22245,23023.58,
11352-5B,,3970,4108.95,
C4LF-8-A,,2185,2261.48,
AS2201FS1-02-10,,1010,1045.35,
VX220AAXB,,11225,11617.88,
CHKDB50-30,,7405,7664.18,
C96SDB100-300C-SP-X1C40088A,,111560,115464.6,
C96SD80-300C-SP-X1C40095A,,112905,116856.68,
C96SD63-300C-SP-X1C40087A,,104160,107805.6,
SS5Y5-10SVAN-10B-C8-NA,,22820,23618.7,
IRV20A-C08BZB,,8960,9273.6,
PFM711-02-A-R,,11505,11907.68,
AR20-F02H-B,,1020,1055.7,
LECPAP1-LEFS25RA-500,,11045,11431.58,
VH300-02,,3570,3694.95,
C96SDB63-160C,,4270,4419.45,
CQ2B80TF-25DMZ,,5270,5454.45,
MGPM50TF-25Z,,11620,12026.7,
LEFS25NZB-300,,32645,33787.58,
CDQ2A16-30DMZ,,1240,1283.4,
MKB50-30LZ,,11765,12176.78,
CDQ2B63-40DMZ-M9PL,,6405,6629.18,
IH2-06B,,4595,4755.83,
ISE20A-V-01-JA2,,4075,4217.63,
D-M9BW,,1370,1417.95,
DMK6-04-C2,,3675,3803.63,
CDQ2B50-75DZ,,3425,3544.88,
MDBB40-125Z,,2625,2716.88,
VT307-5D1-02-F,,2050,2121.75,
CH2FCA63B-100A,,22005,22775.18,
CDQ2B140-150DCMZ-M9PL,,24505,25362.68,
ITV2030-31F3BS3,,18300,18940.5,
AMH-EL350,,5680,5878.8,
CS96-50-XC4,,1695,1754.33,
CQ2B12-10S,,1165,1205.78,
CQ2Z50-X5V2811-50,,3160,3270.6,
AFF22C-10-T,,11975,12394.13,
AM550C-10D-T,,15970,16528.95,
AMD550C-10D-T,,20745,21471.08,
AR50-10-B,,2820,2918.7,
AK6000-10,,2010,2080.35,
AW40-06BG1-B,,3720,3850.2,
VXZ262KA,,6165,6380.78,
IDFA37E-23,,124140,128484.9,
AF50-10B-A,,2405,2489.18,
AF50-10D-R-A,,3180,3291.3,
C85N25-520-X1Z30419A,,2505,2592.68,
CDJ2F10-30-A73,,2895,2996.33,
MXS8-20,,15575,16120.13,
SQ2231N-5-C8,,3850,3984.75,
SQ2A31N-5D1-C8,,4450,4605.75,
SQ2131N-51-C8,,2930,3032.55,
MHS3-63D,,26995,27939.83,
CD85KN20-50-B,,2965,3068.78,
CD85KN20-50-B,,2840,2939.4,
MBB40-100Z,,2450,2535.75,
ISE20B-R-01-W,,4925,5097.38,
AF50-10D-A,,3180,3291.3,
PF3A703H-10-CS-M,,33780,34962.3,
VQ21A1-5GZ-C6-F,,1375,1423.13,
AW40-06-B,,3435,3555.23,
VFS4210-5DZ,,9580,9915.3,
SY5120-5DZD-01,,2910,3011.85,
BJ5-1,,80,82.8,
ITV1030-312L3,,13025,13480.88,
ARM10-08-2,,1520,1573.2,
CDLA2B50-500D,,27275,28229.63,
AS4000-02,,790,817.65,
AS4000-03,,790,817.65,
CM2G25-50Z,,1555,1609.43,
CM2F25-25Z,,1515,1568.03,
CM2G25-25Z,,1515,1568.03,
CM2F32-25SZ,,2410,2494.35,
CDQ2WA50-35DZ,,5425,5614.88,
AM-EL550,,5005,5180.18,
KQG2H12-04S,,1188,1229.58,
AF40P-040S,,160,165.6,
V124-5LOU,,1665,1723.28,
MB1-63Z-PS,,1195,1236.83,
CQ2B25-20DM,,1300,1345.5,
PFM711-02-E-A,,12180,12606.3,
VHK2A-08F-08F,,645,667.58,
AR20-02B-B,,960,993.6,
KQ2E12-00A,,288,298.08,
CDQ2A63-150DCMZ,,9500,9832.5,
CDQ2A16-10DMZ,,1170,1210.95,
CD85E20-100-B,,1615,1671.53,
G146-10-01-BP,,410,424.35,
CDQ2A80-100DMZ-M9PL,,9625,9961.88,
KQ2H08-G03A,,140,144.9,
ASP430F-02-06S,,2265,2344.28,
SYJ712-5D-01,,2540,2628.9,
SS3YJ7-20-02,,900,931.5,
CDQ2A50-10DMZ,,2740,2835.9,
VX214DAXB,,2245,2323.58,
KDM20-06,,8111,8394.89,
VT325-035DLS,,6795,7032.83,
MY1B32-350Z,,14535,15043.73,
KQ2F08-G03A,,230,238.05,
MY3B20-300L,,19460,20141.1,
CDQ2A25-20DMZ-M9NL,,4070,4212.45,
VBA10A-F02GN,,19160,19830.6,
MDBF100-300Z,,8600,8901,
IZS41-640-06BF,,99620,103106.7,
CDQ2A25-20DMZ,,1515,1568.03,
VT307-5DZ1-02F-F-Q,,2875,2975.63,
ISE20A-R-01-JD,,4225,4372.88,
MHF2-20D,,19975,20674.13,
KQ2TW10-00A,,247,255.65,
AS2002F-06A,,430,445.05,
MGPL25-50AZ-M9BL,,15775,16327.13,
MGPL25-75Z-M9BVZ,,13220,13682.7,
ALB900-20-00-S2,,205815,213018.53,
VV3QZ1-X2C381,,30642,31714.47,
ISE20A-T-01-JD,,4380,4533.3,
AKB02B-02S,,660,683.1,
AKB02A-02S,,660,683.1,
PFMB7202-06-H,,15750,16301.25,
VDW14KA,,2340,2421.9,
VDW12KA,,1325,1371.38,
VDW12BA,,795,822.83,
CXSM25-100,,9790,10132.65,
VT307-5DZ1-02-F-Q,,2780,2877.3,
IZS41-580-06BF,,98805,102263.18,
VV307-01-102-01-F,,6495,6722.33,
PFM510-01-1,,9775,10117.13,
VFR2400-5FZB,,6975,7219.13,
VDW12FA,,1065,1102.28,
KQ2L12-03A,,230,238.05,
AS3201F-03-12A,,490,507.15,
AS2201F-U02-06A,,370,382.95,
VX210FA,,1035,1071.23,
AW40-04BE3-B,,7310,7565.85,
CDM2B32-200AZ-M9PL,,6840,7079.4,
MDB1B40-100Z-M9PL,,5445,5635.58,
MDB1B32-300Z-M9PL,,5735,5935.73,
MDB1B32-150Z-M9PL,,5345,5532.08,
MGPM40-100Z-M9PL,,14225,14722.88,
CDM2B25-80AZ-M9PL,,4880,5050.8,
CXSM20-20,,6550,6779.25,
AW20-02CE3-B,,6165,6380.78,
CDJ2B16-200AZ-M9PL-B,,6425,6649.88,
CP96SB63-25C-XB6,,5710,5909.85,
CDS1GN200-15-M9PZ,,41270,42714.45,
BMB5-032,,160,165.6,
BA7-040,,160,165.6,
BJ6-016S,,280,289.8,
CP96SDB80-40C,,5240,5423.4,
MGPA40-75Z-P4DWSE-XC35,,29715,30755.03,
CKG1B63-100YAZ-P4DWSE-X1515,,16900,17491.5,
MGPA40-50Z-P4DWSE-XC35W,,31135,32224.73,
CKQGB32-25-P4DWSE-X2370,,21580,22335.3,
CPA-S-X1C60868A,,161345,166992.08,
CPA-S-X1C60869A,,158405,163949.18,
MY1B25-500HZ-M9PL,,22775,23572.13,
AS2201F-U01-06A,,365,377.78,
MRHQ20D-180S-M9BVL-M9BL,,41180,42621.3,
MDBL40-75Z-M9BL,,5425,5614.88,
AC40-X3A1394,,14367,14869.85,
CDU32-5D-M9BZ,,6775,7012.13,
CDU32-10D-M9BZ,,6775,7012.13,
MDBL32-700Z-M9BZ,,7290,7545.15,
CDM2L25-135AZ-M9PZ,,5745,5946.08,
D-A73H,,1020,1055.7,
AD402-F03-2,,3705,3834.68,
AFF8C-F03BD,,7380,7638.3,
IDFA3E-X1Y2034A,,39525,40908.38,
I-G05,,910,941.85,
I-G10,,2020,2090.7,
I-G04,,680,703.8,
CDQ2A25-50DCMZ,,2120,2194.2,
VFS1220-5DZ-01,,7000,7245,
VFS2120-2DZ-02,,5645,5842.58,
VXD260NA,,5970,6178.95,
MHZ2-40D-M9BL,,29845,30889.58,
MGPL20-50Z-M9BL,,10950,11333.25,
MDBL32-350Z-M9BL,,5825,6028.88,
CDM2B25-50Z-M9PL,,4550,4709.25,
VX3334-02-5DZ1-B,,4090,4233.15,
CDM2B32-600AZ-M9PL,,8655,8957.93,
CP96SB32-250C,,2900,3001.5,
MGPM40-60Z,,11165,11555.78,
MY1M63-750A,,69195,71616.83,
MGP40-Z-PS,,575,595.13,
CDM2B32-600AZ-M9BL,,8655,8957.93,
VZ512-2DZ-01,,4785,4952.48,
CDBQ2F32-30DCM-RN-A73H,,12515,12953.03,
MHZL2-16D2-F8BL,,15110,15638.85,
CDBQ2F32-25DCM-RN-A93L,,10435,10800.23,
VFS1220-2DZ-01,,7035,7281.23,
IFW520-04-00,,7210,7462.35,
VXD242HZ2D,,4515,4673.03,
CDQ2B32-20DZ-M9BWL,,4745,4911.08,
VXP2270-12-2DZ,,16715,17300.03,
VXD242GZ2D,,4515,4673.03,
CDJ2B16-150Z-B,,1245,1288.58,
MGPM32-20Z,,9655,9992.93,
CQMB20-50,,4245,4393.58,
MDBB125-300Z,,23220,24032.7,
KXL08-02S,,2128,2202.48,
SYJ3143-5LOU-Q,,3400,3519,
AM150C-F02BD-R,,4535,4693.73,
IP8000-030-X14,,53945,55833.08,
SS5Y3-X1822,,76890,79581.15,
EX510-GEN1-X73,,49735,51475.73,
SY5220-5YO-01F-Q,,3840,3974.4,
MGPM32TF-25Z,,9655,9992.93,
AW20-F02BE-B,,2375,2458.13,
ARM11AA1-R05-AZ,,1800,1863,
ARM11AA4-212-KZ,,8535,8833.73,
MBA0-X7Y296-350,,12250,12678.75,
RZQA40-30-22,,10715,11090.03,
MHM-50D-M9PL,,35610,36856.35,
SY7420-5LZD-02,,4875,5045.63,
D-M9BL,,1240,1283.4,
BJ3-1,,140,144.9,
CDQ2BP63-25DM-P79WSE-X888,,34350,35552.25,
CKP1B63-50YAZ-P79WSE-X1515,,23070,23877.45,
CKPA80-100Y-P79WSE-X888,,44760,46326.6,
CPA-S-X1C60914A,,98950,102413.25,
CPA-S-X1C60932A,,101595,105150.83,
CPA-S-X1C60940A,,231380,239478.3,
CPA-S-X1C60941A,,181480,187831.8,
MPA-S-X1C60896A,,93230,96493.05,
CDQ2A16-15DMZ,,1190,1231.65,
CDM2B32-100SZ,,3940,4077.9,
TU0604R-100,,3730,3860.55,
SMCP-X5C472,,491895,509111.33,
AC40-X3V206,,8600,8901,
MDB1B50-50Z-M9PL,,5655,5852.93,
MY1B63-800-M9PL,,47550,49214.25,
CP96SDB50-900C-M9PL,,9490,9822.15,
CDQ2B63-100DMZ-M9PL,,7710,7979.85,
KQ2H04-01AS,,68,70.38,
SZ3160-5LOZ-C6,,3415,3534.53,
ITV0090-3N,,11055,11441.93,
ITV3050-01F4N,,27780,28752.3,
SY5300R-5U1-NA,,4340,4491.9,
